"Hora inicio","Hora fin","Título","Fecha inicio","Fecha fin","Canal"
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-22","2012-06-23","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-23","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-23","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-23","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-23","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-23","PP8T",
"13:45:00","16:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-23","PP8T",
"16:15:00","19:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-23","PP8T",
"19:00:00","21:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-23","PP8T",
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-23","2012-06-24","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-24","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-24","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-24","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-24","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-24","PP8T",
"13:45:00","16:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-24","PP8T",
"16:15:00","19:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-24","PP8T",
"19:00:00","21:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-24","PP8T",
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-24","2012-06-25","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-25","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-25","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-25","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-25","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-25","PP8T",
"13:45:00","16:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-25","PP8T",
"16:15:00","19:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-25","PP8T",
"19:00:00","21:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-25","PP8T",
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-25","2012-06-26","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-26","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-26","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-26","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-26","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-26","PP8T",
"13:45:00","16:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-26","PP8T",
"16:15:00","19:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-26","PP8T",
"19:00:00","21:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-26","PP8T",
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-26","2012-06-27","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-27","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-27","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-27","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-27","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-27","PP8T",
"13:45:00","16:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-27","PP8T",
"16:15:00","19:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-27","PP8T",
"19:00:00","21:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-27","PP8T",
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-27","2012-06-28","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-28","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-28","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-28","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-28","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-28","PP8T",
"13:45:00","16:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-28","PP8T",
"16:15:00","19:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-28","PP8T",
"19:00:00","21:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-28","PP8T",
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-28","2012-06-29","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-29","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-29","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-29","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-29","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-29","PP8T",
"13:45:00","16:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-29","PP8T",
"16:15:00","19:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-29","PP8T",
"19:00:00","21:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-29","PP8T",
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-29","2012-06-30","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-06-30","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-06-30","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-06-30","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-06-30","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-06-30","PP8T",
"13:45:00","16:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-06-30","PP8T",
"16:15:00","19:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-06-30","PP8T",
"19:00:00","21:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-06-30","PP8T",
"21:30:00","00:15:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-06-30","2012-07-01","PP8T",
"00:15:00","02:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-07-01","2012-07-01","PP8T",
"02:45:00","05:30:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-07-01","2012-07-01","PP8T",
"05:30:00","08:00:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-07-01","2012-07-01","PP8T",
"08:00:00","10:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-07-01","2012-07-01","PP8T",
"10:45:00","13:45:00","Misión imposible: Protocolo fantasma - Doblada Al Epañol","2012-07-01","2012-07-01","PP8T",
"13:45:00","16:15:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-01","2012-07-01","PP8T",
"16:15:00","19:00:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-01","2012-07-01","PP8T",
"19:00:00","21:30:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-01","2012-07-01","PP8T",
"21:30:00","00:15:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-01","2012-07-02","PP8T",
"00:15:00","02:45:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-02","PP8T",
"02:45:00","05:30:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-02","PP8T",
"05:30:00","08:00:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-02","PP8T",
"08:00:00","10:45:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-02","PP8T",
"10:45:00","13:45:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-02","PP8T",
"13:45:00","16:15:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-02","PP8T",
"16:15:00","19:00:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-02","PP8T",
"19:00:00","21:30:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-02","PP8T",
"21:30:00","00:15:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-02","2012-07-03","PP8T",
"00:15:00","02:45:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"02:45:00","05:30:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"05:30:00","08:00:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"08:00:00","10:45:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"10:45:00","13:45:00","Misión Imposible Protocolo Fantasma - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-03","2012-07-03","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-03","2012-07-04","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"04:45:00","06:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"06:30:00","08:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"08:30:00","10:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"10:15:00","12:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"12:00:00","13:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-04","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-04","2012-07-05","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"04:45:00","06:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"06:30:00","08:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"08:30:00","10:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"10:15:00","12:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"12:00:00","13:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-05","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-05","2012-07-06","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"04:45:00","06:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"06:30:00","08:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"08:30:00","10:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"10:15:00","12:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"12:00:00","13:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-06","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-06","2012-07-07","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"04:45:00","06:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"06:30:00","08:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"08:30:00","10:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"10:15:00","12:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"12:00:00","13:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-07","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-07","2012-07-08","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"04:45:00","06:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"06:30:00","08:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"08:30:00","10:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"10:15:00","12:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"12:00:00","13:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-08","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-08","2012-07-09","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"04:45:00","06:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"06:30:00","08:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"08:30:00","10:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"10:15:00","12:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"12:00:00","13:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-09","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-09","2012-07-10","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"04:45:00","06:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"06:30:00","08:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"08:30:00","10:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"10:15:00","12:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"12:00:00","13:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-10","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-10","2012-07-11","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"04:45:00","06:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"06:30:00","08:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"08:30:00","10:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"10:15:00","12:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"12:00:00","13:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"13:45:00","15:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"15:30:00","17:30:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"17:30:00","19:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"19:15:00","21:15:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"21:15:00","23:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-11","PP8T",
"23:00:00","01:00:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-11","2012-07-12","PP8T",
"01:00:00","02:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-12","2012-07-12","PP8T",
"02:45:00","04:45:00","Alvin Y Las Ardillas 3 - Doblada Al Español","2012-07-12","2012-07-12","PP8T",
